onset	duration	onset_sample	trial_num	player1_resp	player1_rt	player2_resp	player2_rt	outcome
6.892578125	5	14116	1	1	1.875	3	1.791	2
11.88427734375	5	24339	2	3	1.427	0	100	2
16.8759765625	5	34562	3	3	0.852	2	0.927	2
21.87548828125	5	44801	4	1	0.869	3	0.302	2
26.87548828125	5	55041	5	1	1.086	3	0.386	2
31.87548828125	5	65281	6	1	1.169	1	0.919	1
36.86669921875	5	75503	7	2	0.951	2	1.568	1
41.86669921875	5	85743	8	1	0.743	1	1.001	1
46.86669921875	5	95983	9	1	0.784	3	0.667	2
51.8662109375	5	106222	10	2	0.752	2	0.611	1
56.85791015625	5	116445	11	2	1.11	1	0.376	2
61.85791015625	5	126685	12	2	0.702	3	0.461	3
66.85791015625	5	136925	13	1	0.702	2	0.31	3
71.857421875	5	147164	14	3	0.594	3	0.736	1
76.84912109375	5	157387	15	2	0.834	3	0.859	3
81.84912109375	5	167627	16	2	1.052	2	0.794	1
86.84033203125	5	177849	17	3	0.485	1	0.468	3
91.84033203125	5	188089	18	1	1.152	3	0.919	2
96.84033203125	5	198329	19	1	0.486	3	0.936	2
101.83984375	5	208568	20	2	0.727	2	1.177	1
106.83154296875	5	218791	21	3	0.41	3	1.093	1
111.8232421875	5	229014	22	3	0.493	1	0.96	3
116.82275390625	5	239253	23	3	0.527	2	0.727	2
121.82275390625	5	249493	24	3	0.502	3	0.752	1
126.814453125	5	259716	25	2	0.576	1	0.551	2
131.81396484375	5	269955	26	2	1.077	1	1.277	2
136.81396484375	5	280195	27	1	0.511	2	1.477	3
141.81396484375	5	290435	28	1	1.06	3	1.177	2
146.81396484375	5	300675	29	1	1.169	2	1.252	3
151.8134765625	5	310914	30	1	0.619	3	0.935	2
156.8134765625	5	321154	31	3	0.611	3	0.536	1
161.80517578125	5	331377	32	3	0.401	2	0.893	2
166.8046875	5	341616	33	1	1.236	1	1.344	1
171.79638671875	5	351839	34	2	0.401	2	0.851	1
176.79638671875	5	362079	35	1	0.435	2	0.426	3
181.7958984375	5	372318	36	1	0.527	3	0.944	2
186.7958984375	5	382558	37	1	0.36	1	0.635	1
191.78759765625	5	392781	38	1	0.293	2	0.668	3
196.787109375	5	403020	39	2	0.361	3	0.777	3
201.787109375	5	413260	40	3	0.427	2	0.586	2
212.2783203125	5	434746	41	2	1.727	3	0.569	3
217.2783203125	5	444986	42	2	0.535	1	1.194	2
222.2783203125	5	455226	43	1	0.744	1	1.486	1
227.27001953125	5	465449	44	2	0.51	3	1.393	3
232.26953125	5	475688	45	3	0.311	2	1.277	2
237.26953125	5	485928	46	3	0.369	0	100	2
242.26953125	5	496168	47	3	0.385	3	0.594	1
247.2607421875	5	506390	48	3	0.435	2	0.951	2
252.2607421875	5	516630	49	2	0.344	3	0.385	3
257.2607421875	5	526870	50	2	0.527	3	0.311	3
262.26025390625	5	537109	51	1	0.335	2	0.219	3
267.26025390625	5	547349	52	1	0.336	2	0.286	3
272.26025390625	5	557589	53	1	0.394	2	0.386	3
277.26025390625	5	567829	54	1	0.969	2	0.519	3
282.259765625	5	578068	55	2	0.927	2	0.636	1
287.25146484375	5	588291	56	3	0.46	2	0.885	2
292.25146484375	5	598531	57	3	0.769	3	0.452	1
297.24267578125	5	608753	58	3	1.068	1	0.943	3
