onset	duration	onset_sample	trial_num	player1_resp	player1_rt	player2_resp	player2_rt	outcome
14.48095703125	5	29657	1	2	1.575	1	0.653	2
19.47216796875	5	39879	2	0	100	2	0.327	3
24.47216796875	5	50119	3	2	0.619	1	0.319	2
29.4638671875	5	60342	4	1	1.102	3	0.268	2
34.46337890625	5	70581	5	1	0.785	2	0.36	3
39.46337890625	5	80821	6	3	0.585	2	0.41	2
44.455078125	5	91044	7	2	0.643	1	0.285	2
49.455078125	5	101284	8	1	0.968	1	0.352	1
54.4462890625	5	111506	9	3	0.51	3	1.11	1
59.43798828125	5	121729	10	3	0.534	3	0.392	1
64.43798828125	5	131969	11	2	0.876	2	0.343	1
69.42919921875	5	142191	12	3	0.601	1	0.334	3
74.42919921875	5	152431	13	1	0.485	2	0.285	3
79.42919921875	5	162671	14	1	0.327	3	0.96	2
84.4287109375	5	172910	15	1	0.568	1	0.318	1
89.42041015625	5	183133	16	2	0.443	3	1.285	3
94.42041015625	5	193373	17	2	0.277	1	0.968	2
99.419921875	5	203612	18	3	1.544	1	0.36	3
104.419921875	5	213852	19	1	0.302	3	0.544	2
109.419921875	5	224092	20	2	1.952	1	0.86	2
114.419921875	5	234332	21	3	0.285	2	0.31	2
119.4111328125	5	244554	22	3	0.668	2	0.302	2
124.4111328125	5	254794	23	1	0.56	3	0.235	2
129.4111328125	5	265034	24	2	0.935	3	1.127	3
134.40234375	5	275256	25	2	0.402	1	0.618	2
139.40234375	5	285496	26	1	0.677	3	0.394	2
144.40234375	5	295736	27	3	0.477	1	0.552	3
149.40185546875	5	305975	28	1	0.51	2	0.602	3
154.40185546875	5	316215	29	3	0.485	2	0.352	2
159.3935546875	5	326438	30	2	0.543	1	0.327	2
164.3935546875	5	336678	31	1	1.102	3	0.385	2
169.384765625	5	346900	32	3	0.668	3	0.935	1
174.37646484375	5	357123	33	3	0.568	3	1.259	1
179.37646484375	5	367363	34	2	0.359	1	1.059	2
184.3759765625	5	377602	35	1	0.552	2	0.26	3
189.3759765625	5	387842	36	2	0.977	2	0.444	1
194.36767578125	5	398065	37	3	0.293	2	0.351	2
199.3671875	5	408304	38	1	0.602	1	0.468	1
204.35888671875	5	418527	39	3	0.368	1	0.709	3
209.35888671875	5	428767	40	3	0.385	3	1.093	1
220.80029296875	5	452199	41	2	0.752	2	0.469	1
225.79150390625	5	462421	42	1	0.692	3	0.576	2
230.79150390625	5	472661	43	3	1.219	3	0.294	1
235.783203125	5	482884	44	1	1.259	2	0.392	3
240.78271484375	5	493123	45	1	0.685	1	0.377	1
245.7744140625	5	503346	46	2	1.051	2	0.634	1
250.76611328125	5	513569	47	1	0.259	3	0.318	2
255.765625	5	523808	48	1	0.969	1	0.369	1
260.75732421875	5	534031	49	2	0.901	1	0.301	2
265.75732421875	5	544271	50	3	0.518	2	0.685	2
270.7568359375	5	554510	51	1	0.51	2	0.252	3
275.7568359375	5	564750	52	3	0.635	3	0.868	1
280.74853515625	5	574973	53	2	0.301	3	0.251	3
285.74853515625	5	585213	54	3	1.243	1	0.302	3
290.748046875	5	595452	55	2	0.36	3	1.435	3
295.73974609375	5	605675	56	2	0.393	3	0.91	3
300.73974609375	5	615915	57	1	0.477	2	0.443	3
305.7392578125	5	626154	58	3	0.277	1	0.377	3
310.7392578125	5	636394	59	1	0.485	3	0.402	2
315.7392578125	5	646634	60	1	0.51	3	0.852	2
320.73046875	5	656856	61	2	0.426	2	0.251	1
325.72216796875	5	667079	62	2	0.359	2	0.267	1
330.72216796875	5	677319	63	1	0.426	1	0.459	1
335.7216796875	5	687558	64	2	1.085	2	0.735	1
340.71337890625	5	697781	65	1	1.917	3	1.717	2
345.71337890625	5	708021	66	1	0.702	2	0.277	3
350.71337890625	5	718261	67	3	1.11	1	0.327	3
355.712890625	5	728500	68	2	0.344	2	0.244	1
360.70458984375	5	738723	69	3	0.909	2	0.401	2
365.70458984375	5	748963	70	2	0.518	3	0.285	3
370.7041015625	5	759202	71	0	100	3	0.252	3
375.7041015625	5	769442	72	3	0.41	1	0.293	3
380.7041015625	5	779682	73	2	0.327	1	0.46	2
385.7041015625	5	789922	74	3	0.535	1	0.385	3
390.70361328125	5	800161	75	3	0.285	3	0.235	1
395.6953125	5	810384	76	2	0.543	3	0.251	3
400.6953125	5	820624	77	2	0.268	2	0.46	1
405.6865234375	5	830846	78	1	0.759	2	0.301	3
410.6865234375	5	841086	79	1	0.227	2	0.91	3
415.6865234375	5	851326	80	2	0.46	1	0.527	2
429.57763671875	5	879775	81	1	1.26	3	0.643	2
434.57763671875	5	890015	82	3	0.51	2	0.277	2
439.56884765625	5	900237	83	2	0.451	1	0.618	2
444.56884765625	5	910477	84	1	0.485	1	0.519	1
449.560546875	5	920700	85	3	1.443	1	0.326	3
454.56005859375	5	930939	86	1	0.335	2	0.944	3
459.56005859375	5	941179	87	3	1.06	2	0.469	2
464.5517578125	5	951402	88	1	0.876	3	0.309	2
469.5517578125	5	961642	89	3	0.477	1	0.36	3
474.55126953125	5	971881	90	3	0.552	2	0.302	2
479.54296875	5	982104	91	2	1.276	3	0.493	3
484.54296875	5	992344	92	2	1.309	3	0.418	3
489.54248046875	5	1002583	93	3	0.368	2	0.285	2
494.54248046875	5	1012823	94	1	0.393	2	0.301	3
499.54248046875	5	1023063	95	3	0.41	2	0.51	2
504.53369140625	5	1033285	96	2	0.435	1	0.301	2
509.53369140625	5	1043525	97	2	0.694	3	0.252	3
514.525390625	5	1053748	98	2	0.543	3	0.243	3
519.525390625	5	1063988	99	3	0.659	2	1.151	2
524.52490234375	5	1074227	100	2	0.934	1	0.384	2
529.52490234375	5	1084467	101	1	0.327	1	0.269	1
534.5166015625	5	1094690	102	3	1.185	1	0.243	3
539.51611328125	5	1104929	103	1	0.31	2	0.36	3
544.51611328125	5	1115169	104	2	0.36	2	0.627	1
549.5078125	5	1125392	105	2	0.475	3	0.3	3
554.50732421875	5	1135631	106	3	0.218	3	0.959	1
559.4990234375	5	1145854	107	1	0.234	1	0.334	1
564.4990234375	5	1156094	108	3	0.235	1	0.351	3
569.49853515625	5	1166333	109	3	0.244	2	0.36	2
574.490234375	5	1176556	110	2	0.309	2	0.326	1
579.48193359375	5	1186779	111	3	0.325	3	0.25	1
584.4814453125	5	1197018	112	1	0.217	3	0.267	2
589.4814453125	5	1207258	113	1	0.277	2	0.235	3
594.4814453125	5	1217498	114	3	1.027	1	0.402	3
599.4814453125	5	1227738	115	3	0.285	2	0.519	2
604.47265625	5	1237960	116	2	0.851	3	0.234	3
609.47265625	5	1248200	117	1	0.36	3	0.36	2
614.47265625	5	1258440	118	2	0.46	1	0.26	2
619.47216796875	5	1268679	119	3	0.494	1	0.277	3
624.47216796875	5	1278919	120	3	0.902	1	0.327	3
635.4970703125	5	1301498	121	1	0.619	3	0.511	2
