onset	duration	onset_sample	trial_num	player1_resp	player1_rt	player2_resp	player2_rt	outcome
39.326171875	5	80540	1	0	100	1	1.941	3
44.3173828125	5	90762	2	2	0.669	2	1.927	1
49.30908203125	5	100985	3	1	0.651	0	100	2
54.30908203125	5	111225	4	3	0.719	1	1.71	3
59.30859375	5	121464	5	2	0.335	1	1.244	2
64.30859375	5	131704	6	3	0.418	2	0.843	2
69.30859375	5	141944	7	1	0.785	3	0.502	2
74.30810546875	5	152183	8	3	0.669	1	0.352	3
79.30810546875	5	162423	9	2	0.527	1	0.477	2
84.30810546875	5	172663	10	1	0.769	2	0.952	3
89.29931640625	5	182885	11	2	0.66	1	1.018	2
94.29931640625	5	193125	12	2	0.86	1	0.652	2
99.29931640625	5	203365	13	3	0.485	2	0.377	2
104.29931640625	5	213605	14	3	0.519	2	0.069	2
109.298828125	5	223844	15	2	1.111	2	0.26	1
114.29052734375	5	234067	16	3	1.11	2	0.376	2
119.29052734375	5	244307	17	1	0.71	2	0.385	3
124.2900390625	5	254546	18	3	0.627	2	0.285	2
129.2900390625	5	264786	19	1	1.602	2	0.485	3
134.2900390625	5	275026	20	0	100	3	0.552	3
139.28955078125	5	285265	21	3	0.477	3	0.585	1
144.28125	5	295488	22	1	0.826	3	0.943	2
149.28125	5	305728	23	1	0.869	3	0.252	2
154.28125	5	315968	24	3	0.852	3	0.344	1
159.2724609375	5	326190	25	2	0.668	3	0.593	3
164.2724609375	5	336430	26	1	1.152	3	0.352	2
169.2724609375	5	346670	27	2	1.327	1	0.319	2
174.27197265625	5	356909	28	3	0.644	3	0.008	1
179.263671875	5	367132	29	2	0.451	1	0.326	2
184.263671875	5	377372	30	1	0.544	1	0.436	1
189.2548828125	5	387594	31	2	0.543	3	0.601	3
194.2548828125	5	397834	32	3	0.969	2	1.035	2
199.2548828125	5	408074	33	1	0.685	3	0.327	2
204.25439453125	5	418313	34	2	0.519	3	0.527	3
209.25439453125	5	428553	35	1	0.519	2	0.336	3
214.25439453125	5	438793	36	3	0.552	2	0.877	2
219.25439453125	5	449033	37	3	0.377	1	0.477	3
224.25390625	5	459272	38	2	0.635	3	0.327	3
229.25390625	5	469512	39	1	0.41	3	0.46	2
234.25390625	5	479752	40	1	1.019	3	0.585	2
244.8037109375	5	501358	41	3	0.844	2	0.76	2
249.80322265625	5	511597	42	2	0.635	2	0.51	1
254.794921875	5	521820	43	1	0.726	2	0.635	3
259.794921875	5	532060	44	3	0.519	3	0.41	1
264.7861328125	5	542282	45	1	0.676	3	0.343	2
269.7861328125	5	552522	46	3	0.435	3	0.419	1
274.77783203125	5	562745	47	3	0.51	3	0.41	1
279.77734375	5	572984	48	1	0.66	3	0.468	2
284.77734375	5	583224	49	1	0.61	3	1.569	2
289.77734375	5	593464	50	3	0.46	2	0.51	2
294.77685546875	5	603703	51	3	0.394	2	0.485	2
299.77685546875	5	613943	52	1	0.427	3	0.485	2
304.77685546875	5	624183	53	1	0.402	3	0.427	2
309.77685546875	5	634423	54	1	0.735	3	0.435	2
314.7763671875	5	644662	55	2	0.611	2	0.494	1
319.76806640625	5	654885	56	3	0.318	1	0.768	3
324.76806640625	5	665125	57	2	0.727	3	0.444	3
329.767578125	5	675364	58	1	0.468	1	1.86	1
334.75927734375	5	685587	59	3	0.351	2	1.243	2
339.75927734375	5	695827	60	2	0.452	2	1.527	1
344.75048828125	5	706049	61	3	0.668	0	100	2
349.75048828125	5	716289	62	1	0.511	2	1.485	3
354.75048828125	5	726529	63	3	0.435	2	0.802	2
359.75048828125	5	736769	64	1	0.669	2	0.552	3
364.75	5	747008	65	3	1.019	1	0.635	3
369.75	5	757248	66	2	0.544	2	0.694	1
374.74169921875	5	767471	67	3	0.876	3	0.976	1
379.73291015625	5	777693	68	1	0.451	2	1.401	3
384.73291015625	5	787933	69	3	0.419	3	1.352	1
389.724609375	5	798156	70	2	0.518	3	0.568	3
394.72412109375	5	808395	71	1	0.544	3	1.669	2
399.72412109375	5	818635	72	3	0.544	3	1.652	1
404.7158203125	5	828858	73	1	0.643	3	0.76	2
409.71533203125	5	839097	74	2	0.627	3	0.41	3
414.71533203125	5	849337	75	1	0.536	3	1.144	2
419.71533203125	5	859577	76	1	0.669	3	1.285	2
424.71533203125	5	869817	77	2	0.635	3	0.444	3
429.71484375	5	880056	78	3	0.785	3	0.627	1
434.70654296875	5	890279	79	1	0.601	3	0.284	2
439.70654296875	5	900519	80	1	0.785	1	0.91	1
447.7060546875	5	916902	81	2	0.769	2	0.852	1
452.69775390625	5	927125	82	3	0.818	2	0.868	2
457.697265625	5	937364	83	3	0.802	3	0.477	1
462.68896484375	5	947587	84	1	0.601	2	0.601	3
467.68896484375	5	957827	85	3	0.71	3	0.619	1
472.6806640625	5	968050	86	2	0.551	2	0.934	1
477.671875	5	978272	87	3	0.576	2	0.517	2
482.671875	5	988512	88	1	0.727	2	0.36	3
487.671875	5	998752	89	3	0.644	1	0.602	3
492.67138671875	5	1008991	90	1	0.535	1	1.569	1
497.6630859375	5	1019214	91	3	0.81	3	1.06	1
502.6630859375	5	1029454	92	1	0.551	1	1.043	1
507.654296875	5	1039676	93	3	0.668	1	0.359	3
512.654296875	5	1049916	94	1	0.727	1	0.969	1
517.64599609375	5	1060139	95	2	0.501	1	0.684	2
522.6455078125	5	1070378	96	3	0.835	1	0.31	3
527.6455078125	5	1080618	97	1	0.785	1	0.344	1
532.63720703125	5	1090841	98	2	0.56	3	0.193	3
537.63671875	5	1101080	99	1	0.41	2	0.335	3
542.63671875	5	1111320	100	1	0.635	1	0.302	1
547.62841796875	5	1121543	101	2	0.826	3	0.393	3
552.62841796875	5	1131783	102	1	0.56	1	1.227	1
557.61962890625	5	1142005	103	1	1.085	3	0.41	2
562.61962890625	5	1152245	104	1	0.519	1	0.419	1
567.611328125	5	1162468	105	3	0.835	1	0.285	3
572.61083984375	5	1172707	106	2	0.819	2	0.319	1
577.6025390625	5	1182930	107	1	0.435	3	0.11	2
582.6025390625	5	1193170	108	2	0.586	3	1.11	3
587.60205078125	5	1203409	109	1	0.577	2	0.685	3
592.60205078125	5	1213649	110	1	0.485	1	1.285	1
597.59375	5	1223872	111	2	0.418	3	0.46	3
602.59326171875	5	1234111	112	1	0.41	2	0.152	3
607.59326171875	5	1244351	113	2	0.477	0	100	2
612.59326171875	5	1254591	114	1	0.669	3	1.077	2
617.59326171875	5	1264831	115	1	0.41	2	0.419	3
622.5927734375	5	1275070	116	2	0.735	1	0.302	2
627.5927734375	5	1285310	117	3	0.727	0	100	2
632.5927734375	5	1295550	118	1	0.469	2	1.944	3
637.59228515625	5	1305789	119	3	1.027	3	0.902	1
642.583984375	5	1316012	120	1	0.451	1	0.36	1
652.7001953125	5	1336730	121	3	0.71	3	0.694	1
657.69189453125	5	1346953	122	2	0.768	2	0.435	1
662.69189453125	5	1357193	123	1	0.626	1	0.51	1
667.69140625	5	1367432	124	2	0.66	1	0.726	2
672.69140625	5	1377672	125	3	0.635	1	0.593	3
677.69140625	5	1387912	126	2	0.677	1	0.944	2
682.69140625	5	1398152	127	1	0.552	1	0.385	1
687.6826171875	5	1408374	128	2	0.543	1	0.609	2
692.6826171875	5	1418614	129	3	0.727	1	0.61	3
697.6826171875	5	1428854	130	2	0.71	3	0.602	3
702.68212890625	5	1439093	131	1	0.477	1	1.235	1
707.673828125	5	1449316	132	2	0.677	1	0.426	2
712.673828125	5	1459556	133	3	0.419	3	0.735	1
717.6650390625	5	1469778	134	1	0.509	2	0.426	3
722.6650390625	5	1480018	135	2	0.735	2	1.894	1
727.65673828125	5	1490241	136	3	0.46	1	1.377	3
732.65673828125	5	1500481	137	1	0.752	3	1.152	2
737.65625	5	1510720	138	2	0.919	2	0.444	1
742.64794921875	5	1520943	139	2	0.776	2	0.501	1
747.6396484375	5	1531166	140	3	0.417	2	1.35	2
752.63916015625	5	1541405	141	1	0.519	3	0.569	2
757.63916015625	5	1551645	142	2	0.652	3	0.51	3
762.63916015625	5	1561885	143	1	0.51	2	0.752	3
767.638671875	5	1572124	144	3	0.394	1	0.277	3
772.638671875	5	1582364	145	1	0.544	3	0.335	2
777.638671875	5	1592604	146	1	0.444	3	0.394	2
782.638671875	5	1602844	147	2	0.794	1	0.31	2
787.63818359375	5	1613083	148	1	1.185	1	0.635	1
792.6298828125	5	1623306	149	3	0.993	3	0.385	1
797.6298828125	5	1633546	150	2	0.485	1	0.301	2
802.62939453125	5	1643785	151	3	0.485	0	100	2
807.62939453125	5	1654025	152	1	0.535	3	0.269	2
812.62939453125	5	1664265	153	1	0.477	3	0.419	2
