onset	duration	onset_sample	trial_num	player1_resp	player1_rt	player2_resp	player2_rt	outcome
7.20361328125	5	14753	1	0	100	2	1.608	3
12.1953125	5	24976	2	0	100	2	1.119	3
17.1953125	5	35216	3	1	0.66	3	1.394	2
22.19482421875	5	45455	4	3	1.027	2	0.444	2
27.19482421875	5	55695	5	3	1.035	2	0.952	2
32.19482421875	5	65935	6	1	0.852	1	0.385	1
37.18603515625	5	76157	7	1	1.093	2	0.46	3
42.18603515625	5	86397	8	1	1.294	2	0.519	3
47.18603515625	5	96637	9	3	0.56	1	0.927	3
52.18603515625	5	106877	10	2	0.944	2	0.427	1
57.17724609375	5	117099	11	2	0.493	2	0.801	1
62.17724609375	5	127339	12	1	0.493	1	0.668	1
67.17724609375	5	137579	13	2	0.718	3	0.86	3
72.1767578125	5	147818	14	3	0.719	2	0.377	2
77.1767578125	5	158058	15	3	0.485	3	0.744	1
82.16845703125	5	168281	16	3	0.485	1	1.093	3
87.16796875	5	178520	17	3	0.469	1	1.135	3
92.16796875	5	188760	18	3	0.494	2	0.602	2
97.16796875	5	199000	19	2	0.785	1	0.918	2
102.16796875	5	209240	20	1	1.144	2	0.752	3
107.16748046875	5	219479	21	1	0.635	3	1.31	2
112.16748046875	5	229719	22	3	0.819	3	1.069	1
117.1591796875	5	239942	23	1	0.935	1	1.068	1
122.15869140625	5	250181	24	2	1.06	2	0.835	1
127.15869140625	5	260421	25	3	1.476	1	1.376	3
132.15869140625	5	270661	26	2	0.502	3	1.644	3
137.158203125	5	280900	27	2	1.16	2	0.994	1
142.14990234375	5	291123	28	1	1.026	3	1.793	2
147.14990234375	5	301363	29	3	1.427	1	1.744	3
152.14990234375	5	311603	30	2	0.585	3	1.869	3
157.1494140625	5	321842	31	2	0.469	1	1.26	2
162.1494140625	5	332082	32	2	0.502	3	1.11	3
167.1494140625	5	342322	33	2	0.494	1	1.544	2
172.14892578125	5	352561	34	1	1.26	2	1.111	3
177.14892578125	5	362801	35	1	1.127	3	1.294	2
182.14892578125	5	373041	36	2	1.452	2	0.685	1
187.14013671875	5	383263	37	2	1.06	1	0.935	2
192.14013671875	5	393503	38	2	1.069	3	1.302	3
197.14013671875	5	403743	39	2	1.069	2	1.16	1
202.13134765625	5	413965	40	3	0.476	3	1.018	1
214.814453125	5	439940	41	1	0.744	1	1.527	1
219.80615234375	5	450163	42	1	0.935	1	1.401	1
224.80615234375	5	460403	43	3	1.568	2	1.201	2
229.8056640625	5	470642	44	3	0.702	3	1.452	1
234.79736328125	5	480865	45	2	0.51	1	0.985	2
239.79736328125	5	491105	46	2	1.019	2	1.427	1
244.78857421875	5	501327	47	2	1.36	3	1.143	3
249.78857421875	5	511567	48	2	1.877	3	1.377	3
254.78857421875	5	521807	49	2	1.527	3	1.194	3
259.7880859375	5	532046	50	2	0.46	3	1.452	3
264.7880859375	5	542286	51	2	0.394	2	0.861	1
269.77978515625	5	552509	52	2	1.418	2	0.668	1
274.77978515625	5	562749	53	3	0.651	2	0.718	2
279.779296875	5	572988	54	1	0.81	1	0.427	1
284.77099609375	5	583211	55	2	1.434	1	0.784	2
289.77099609375	5	593451	56	3	0.627	1	1.852	3
294.7705078125	5	603690	57	3	1.952	0	100	2
299.7705078125	5	613930	58	1	0.585	1	0.969	1
304.76220703125	5	624153	59	1	0.376	2	1.276	3
309.76171875	5	634392	60	1	0.377	2	0.952	3
314.76171875	5	644632	61	3	1.96	2	1.027	2
319.76171875	5	654872	62	2	1.219	1	0.494	2
324.76171875	5	665112	63	2	1.044	1	1.21	2
329.76123046875	5	675351	64	3	0.919	3	0.819	1
334.7529296875	5	685574	65	1	1.051	3	1.41	2
339.7529296875	5	695814	66	1	1.469	2	1.135	3
344.75244140625	5	706053	67	2	0.852	2	1.11	1
349.744140625	5	716276	68	1	0.643	1	0.918	1
354.744140625	5	726516	69	1	0.501	1	0.468	1
359.74365234375	5	736755	70	3	0.735	3	0.585	1
364.74365234375	5	746995	71	2	1.085	2	1.068	1
369.74365234375	5	757235	72	3	0.868	3	1.46	1
374.74365234375	5	767475	73	3	0.468	3	1.251	1
379.7431640625	5	777714	74	3	0.293	1	0.568	3
384.7431640625	5	787954	75	3	1.352	2	1.052	2
389.7431640625	5	798194	76	1	0.435	1	0.76	1
394.734375	5	808416	77	1	1.076	3	1.06	2
399.734375	5	818656	78	3	1.16	1	0.927	3
404.734375	5	828896	79	3	0.452	1	1.552	3
409.73388671875	5	839135	80	3	0.435	1	0.86	3
419.0419921875	5	858198	81	2	0.727	3	1.019	3
424.0419921875	5	868438	82	1	1.535	2	0.744	3
429.0419921875	5	878678	83	1	0.977	3	0.744	2
434.0419921875	5	888918	84	1	1.135	1	0.985	1
439.033203125	5	899140	85	1	1.084	1	0.818	1
444.033203125	5	909380	86	3	0.676	1	0.618	3
449.033203125	5	919620	87	1	1.469	1	0.51	1
454.0244140625	5	929842	88	2	0.476	1	0.435	2
459.0244140625	5	940082	89	2	0.469	1	0.852	2
464.0244140625	5	950322	90	1	0.577	3	0.76	2
469.02392578125	5	960561	91	3	0.944	3	1.269	1
474.015625	5	970784	92	2	0.435	3	1.451	3
479.015625	5	981024	93	2	0.744	1	1.36	2
484.01513671875	5	991263	94	3	0.535	3	0.744	1
489.0068359375	5	1001486	95	1	0.393	3	1.243	2
494.0068359375	5	1011726	96	3	0.902	2	1.044	2
499.0068359375	5	1021966	97	3	1.144	2	1.71	2
504.00634765625	5	1032205	98	2	0.777	3	1.002	3
509.00634765625	5	1042445	99	1	0.485	1	1.36	1
513.998046875	5	1052668	100	2	1.485	1	0.96	2
518.99755859375	5	1062907	101	2	1.069	3	1.044	3
523.9892578125	5	1073130	102	0	100	2	1.718	3
528.9892578125	5	1083370	103	2	1.177	3	1.285	3
533.98876953125	5	1093609	104	1	1.219	1	1.31	1
538.98046875	5	1103832	105	1	0.643	3	1.393	2
543.98046875	5	1114072	106	3	0.685	1	1.094	3
548.98046875	5	1124312	107	1	0.527	3	0.669	2
553.97998046875	5	1134551	108	2	0.96	2	1.561	1
558.9716796875	5	1144774	109	2	0.785	3	1.46	3
563.9716796875	5	1155014	110	3	1.294	1	0.852	3
568.97119140625	5	1165253	111	1	0.502	3	0.769	2
573.97119140625	5	1175493	112	2	0.494	2	1.002	1
578.962890625	5	1185716	113	2	0.768	1	0.593	2
583.96240234375	5	1195955	114	1	0.852	3	0.677	2
588.96240234375	5	1206195	115	1	1.085	1	1.185	1
593.9541015625	5	1216418	116	1	1.385	3	1.085	2
598.95361328125	5	1226657	117	3	0.527	3	0.752	1
603.9453125	5	1236880	118	2	0.51	1	0.826	2
608.9453125	5	1247120	119	3	0.535	2	1.335	2
613.9453125	5	1257360	120	3	0.802	3	0.76	1
625.49462890625	5	1281013	121	2	1.094	0	100	2
630.49462890625	5	1291253	122	1	0.477	1	0.427	1
635.486328125	5	1301476	123	2	0.501	2	0.535	1
