onset	duration	onset_sample	trial_num	player1_resp	player1_rt	player2_resp	player2_rt	outcome
83.484375	5	170976	1	1	0.917	2	1.266	3
88.47607421875	5	181199	2	3	1.127	3	0.935	1
93.4677734375	5	191422	3	2	0.351	2	0.826	1
98.458984375	5	201644	4	3	0.509	1	0.751	3
103.458984375	5	211884	5	1	0.844	3	1.21	2
108.458984375	5	222124	6	2	1.085	1	0.552	2
113.45849609375	5	232363	7	3	0.786	1	1.936	3
118.45849609375	5	242603	8	1	0.719	2	1.244	3
123.45849609375	5	252843	9	2	0.644	3	1.877	3
128.4580078125	5	263082	10	3	0.552	0	100	2
133.4580078125	5	273322	11	1	0.569	2	1.185	3
138.4580078125	5	283562	12	2	0.794	3	1.86	3
143.4580078125	5	293802	13	1	0.544	0	100	2
148.45751953125	5	304041	14	1	0.477	2	0.46	3
153.45751953125	5	314281	15	3	0.985	1	0.56	3
158.45751953125	5	324521	16	3	1.085	3	0.61	1
163.44873046875	5	334743	17	2	0.36	1	0.851	2
168.44873046875	5	344983	18	3	0.469	2	1.877	2
173.44873046875	5	355223	19	1	0.985	1	1.602	1
178.43994140625	5	365445	20	3	0.768	2	0.851	2
183.43994140625	5	375685	21	2	0.577	0	100	2
188.43994140625	5	385925	22	1	0.502	0	100	2
193.43994140625	5	396165	23	3	0.56	2	0.744	2
198.439453125	5	406404	24	1	0.652	1	0.619	1
203.43115234375	5	416627	25	3	0.435	3	1.435	1
208.43115234375	5	426867	26	3	0.426	1	0.935	3
213.4306640625	5	437106	27	1	0.627	2	1.51	3
218.4306640625	5	447346	28	3	0.594	1	1.519	3
223.4306640625	5	457586	29	2	0.894	3	1.01	3
228.43017578125	5	467825	30	1	0.452	2	1.185	3
233.43017578125	5	478065	31	3	0.627	0	100	2
238.43017578125	5	488305	32	3	0.494	1	0.702	3
243.43017578125	5	498545	33	2	0.96	0	100	2
248.4296875	5	508784	34	1	0.452	3	1.494	2
253.4296875	5	519024	35	2	0.752	1	1.46	2
258.4296875	5	529264	36	1	0.552	2	0.319	3
263.42919921875	5	539503	37	2	0.485	1	0.669	2
268.42919921875	5	549743	38	3	0.594	3	0.944	1
273.4208984375	5	559966	39	1	0.368	1	1.826	1
278.4208984375	5	570206	40	3	0.41	2	0.751	2
312.31982421875	5	639631	41	3	0.469	1	0.685	3
317.31103515625	5	649853	42	2	0.518	3	1.518	3
322.31103515625	5	660093	43	1	0.527	2	1.044	3
327.31103515625	5	670333	44	1	0.26	3	1.035	2
332.31103515625	5	680573	45	3	0.319	2	0.886	2
337.310546875	5	690812	46	2	0.41	1	1.869	2
342.310546875	5	701052	47	1	1.985	3	1.544	2
347.310546875	5	711292	48	3	0.319	3	1.069	1
352.3017578125	5	721514	49	1	0.31	2	0.426	3
357.3017578125	5	731754	50	1	0.411	1	0.952	1
362.29345703125	5	741977	51	2	0.193	3	1.035	3
367.29296875	5	752216	52	3	0.21	1	1.785	3
372.29296875	5	762456	53	1	0.56	3	1.619	2
377.29296875	5	772696	54	1	0.902	2	1.16	3
382.29296875	5	782936	55	3	0.402	3	1.586	1
387.2841796875	5	793158	56	2	0.318	1	1.851	2
392.2841796875	5	803398	57	1	0.577	3	1.577	2
397.2841796875	5	813638	58	3	0.935	2	1.144	2
402.28369140625	5	823877	59	1	0.835	0	100	2
407.28369140625	5	834117	60	3	0.327	2	0.61	2
412.28369140625	5	844357	61	2	0.594	1	1.794	2
417.283203125	5	854596	62	3	0.677	2	1.627	2
422.283203125	5	864836	63	1	0.469	3	0.785	2
427.283203125	5	875076	64	1	0.56	1	1.01	1
432.27490234375	5	885299	65	2	0.376	3	0.776	3
437.2744140625	5	895538	66	3	0.86	3	1.81	1
442.26611328125	5	905761	67	2	0.651	3	1.585	3
447.26611328125	5	916001	68	1	1.252	0	100	2
452.265625	5	926240	69	3	0.86	1	1.494	3
