onset	duration	onset_sample	trial_num	player1_resp	player1_rt	player2_resp	player2_rt	outcome
14.7529296875	5	30214	1	1	0.283	3	0.433	2
19.74462890625	5	40437	2	3	0.777	2	0.385	2
24.744140625	5	50676	3	2	0.702	1	0.385	2
29.744140625	5	60916	4	2	0.919	3	0.427	3
34.744140625	5	71156	5	2	0.644	2	0.735	1
39.7353515625	5	81378	6	2	0.376	1	0.443	2
44.7353515625	5	91618	7	1	0.402	2	0.402	3
49.7353515625	5	101858	8	3	0.369	3	0.477	1
54.72705078125	5	112081	9	3	0.46	1	0.435	3
59.7265625	5	122320	10	2	0.719	2	0.394	1
64.71826171875	5	132543	11	3	0.51	3	0.468	1
69.71826171875	5	142783	12	2	0.318	1	0.443	2
74.7177734375	5	153022	13	2	0.61	2	0.352	1
79.70947265625	5	163245	14	1	0.552	3	0.46	2
84.70947265625	5	173485	15	3	0.644	1	0.461	3
89.708984375	5	183724	16	2	0.602	1	0.469	2
94.708984375	5	193964	17	1	0.26	3	0.66	2
99.708984375	5	204204	18	3	0.335	2	0.527	2
104.708984375	5	214444	19	2	0.469	1	0.594	2
109.70849609375	5	224683	20	2	0.319	3	0.752	3
114.70849609375	5	234923	21	1	1.061	1	0.485	1
119.7001953125	5	245146	22	3	0.368	2	0.585	2
124.69970703125	5	255385	23	1	0.519	3	0.702	2
129.69970703125	5	265625	24	3	0.61	1	0.527	3
134.69970703125	5	275865	25	3	0.66	2	0.477	2
139.69921875	5	286104	26	1	0.869	3	0.577	2
144.69921875	5	296344	27	1	0.452	2	0.494	3
149.69921875	5	306584	28	2	0.469	2	0.56	1
154.69091796875	5	316807	29	3	0.651	3	0.568	1
159.6904296875	5	327046	30	1	1.226	1	0.393	1
164.6904296875	5	337286	31	1	0.568	2	0.543	3
169.6904296875	5	347526	32	3	1.319	3	0.744	1
174.681640625	5	357748	33	2	0.26	3	0.618	3
179.681640625	5	367988	34	2	0.469	3	0.952	3
184.681640625	5	378228	35	3	0.835	1	0.502	3
189.68115234375	5	388467	36	1	0.302	2	0.885	3
194.68115234375	5	398707	37	1	0.211	1	0.469	1
199.6728515625	5	408930	38	2	0.318	1	0.335	2
204.6728515625	5	419170	39	2	0.477	2	0.444	1
209.6640625	5	429392	40	1	0.468	2	0.393	3
230.16357421875	5	471375	41	1	0.402	1	0.461	1
235.1552734375	5	481598	42	3	0.218	1	0.56	3
240.15478515625	5	491837	43	3	0.352	2	0.469	2
245.15478515625	5	502077	44	1	0.26	1	1.144	1
250.146484375	5	512300	45	1	0.51	3	0.626	2
255.14599609375	5	522539	46	3	1.652	1	0.794	3
260.14599609375	5	532779	47	2	0.594	1	0.869	2
265.14599609375	5	543019	48	1	0.419	2	0.452	3
270.14599609375	5	553259	49	2	0.377	3	1.077	3
275.1455078125	5	563498	50	3	0.719	1	1.127	3
280.1455078125	5	573738	51	3	0.285	1	0.852	3
285.1455078125	5	583978	52	3	0.31	3	0.719	1
290.13671875	5	594200	53	1	0.576	2	0.885	3
295.13671875	5	604440	54	1	0.569	1	0.752	1
300.12841796875	5	614663	55	2	0.343	1	0.918	2
305.1279296875	5	624902	56	3	0.252	3	0.894	1
310.11962890625	5	635125	57	3	0.535	2	0.485	2
315.11962890625	5	645365	58	1	0.252	1	0.66	1
320.11083984375	5	655587	59	3	0.41	1	0.485	3
325.11083984375	5	665827	60	2	0.36	2	0.594	1
330.1025390625	5	676050	61	1	0.451	3	0.876	2
335.1025390625	5	686290	62	2	0.41	1	0.544	2
340.10205078125	5	696529	63	2	0.519	2	0.61	1
345.09375	5	706752	64	3	0.643	1	0.701	3
350.09375	5	716992	65	2	0.485	2	0.977	1
355.0849609375	5	727214	66	2	1.11	1	0.86	2
360.0849609375	5	737454	67	3	0.61	3	0.71	1
365.07666015625	5	747677	68	3	0.26	1	1.251	3
370.076171875	5	757916	69	2	0.769	1	1.119	2
375.076171875	5	768156	70	3	1.96	3	1.185	1
380.06787109375	5	778379	71	1	0.518	3	0.843	2
385.0673828125	5	788618	72	2	0.477	2	0.627	1
390.05908203125	5	798841	73	3	0.635	2	0.56	2
395.05908203125	5	809081	74	1	0.485	1	1.144	1
400.05029296875	5	819303	75	1	0.31	2	0.526	3
405.05029296875	5	829543	76	1	0.352	3	0.535	2
410.05029296875	5	839783	77	3	0.535	1	0.452	3
415.05029296875	5	850023	78	2	0.419	2	0.702	1
420.04150390625	5	860245	79	2	0.285	3	0.693	3
425.04150390625	5	870485	80	1	0.36	2	0.744	3
444.11572265625	5	909549	81	1	0.694	2	0.61	3
449.11572265625	5	919789	82	2	0.485	3	0.66	3
454.11572265625	5	930029	83	2	0.26	1	0.502	2
459.11572265625	5	940269	84	3	0.202	3	0.819	1
464.10693359375	5	950491	85	1	0.46	2	0.96	3
469.10693359375	5	960731	86	1	0.394	1	0.685	1
474.0986328125	5	970954	87	3	0.185	3	1.268	1
479.09814453125	5	981193	88	3	0.36	1	0.835	3
484.09814453125	5	991433	89	2	1.285	3	0.644	3
489.09814453125	5	1001673	90	2	0.244	1	0.602	2
494.09765625	5	1011912	91	1	0.602	3	1.202	2
499.09765625	5	1022152	92	2	0.21	1	0.519	2
504.09765625	5	1032392	93	3	0.385	2	0.86	2
509.09765625	5	1042632	94	1	0.477	3	0.902	2
514.09716796875	5	1052871	95	3	0.469	1	0.977	3
519.09716796875	5	1063111	96	2	0.21	1	0.569	2
524.09716796875	5	1073351	97	1	0.685	3	0.66	2
529.0966796875	5	1083590	98	1	0.319	1	1.069	1
534.08837890625	5	1093813	99	2	0.376	2	0.66	1
539.08837890625	5	1104053	100	3	0.418	3	0.46	1
544.08837890625	5	1114293	101	3	0.293	2	1.235	2
549.087890625	5	1124532	102	1	0.219	3	0.594	2
554.087890625	5	1134772	103	3	0.419	1	0.577	3
559.087890625	5	1145012	104	3	1.144	3	0.785	1
564.0791015625	5	1155234	105	3	0.635	1	1.009	3
569.0791015625	5	1165474	106	2	0.31	2	0.744	1
574.07080078125	5	1175697	107	3	0.526	2	0.893	2
579.0703125	5	1185936	108	1	0.435	1	0.677	1
584.06201171875	5	1196159	109	2	0.101	2	0.81	1
589.06201171875	5	1206399	110	2	0.276	3	0.476	3
594.06201171875	5	1216639	111	3	0.244	3	1.935	1
599.05322265625	5	1226861	112	1	0.393	1	0.676	1
604.05322265625	5	1237101	113	1	0.518	1	0.726	1
609.05322265625	5	1247341	114	2	0.535	3	1.118	3
614.052734375	5	1257580	115	1	0.694	1	1.052	1
619.04443359375	5	1267803	116	3	0.668	3	0.768	1
624.04443359375	5	1278043	117	2	0.343	2	0.885	1
629.0439453125	5	1288282	118	1	0.901	1	0.359	1
634.0439453125	5	1298522	119	3	0.635	3	0.643	1
639.0439453125	5	1308762	120	1	0.318	3	0.46	2
656.75146484375	5	1345027	121	1	0.477	2	0.827	3
661.75146484375	5	1355267	122	3	0.369	3	0.585	1
666.7431640625	5	1365490	123	2	0.318	3	1.06	3
671.7431640625	5	1375730	124	2	0.885	1	0.51	2
676.74267578125	5	1385969	125	1	0.094	1	1.269	1
681.734375	5	1396192	126	3	0.426	3	0.651	1
686.734375	5	1406432	127	3	0.651	3	1.043	1
691.73388671875	5	1416671	128	1	0.21	2	0.701	3
696.73388671875	5	1426911	129	1	0.277	1	0.744	1
701.7255859375	5	1437134	130	3	0.426	3	0.66	1
